,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
2206,"""Work life balance is tough with this retail store due to the hours available.""",I have been working at Apple full-time for more than 3 years,The company is a good one to work for. People are taken care of. Benefits are great,Scheduling is not done strategically and causes issues that are not addressed until they happen,3.0,3.0,3.0,3.0,2.0
2207,"""Specialist""",I have been working at Apple ,Amazing team always looking to develop individuals,None that I can think of,5.0,5.0,5.0,5.0,5.0
2208,"""Acoustic Engineer""",I worked at Apple full-time for more than 5 years,Great place to deepen your expertise.  Highly motivating work environment.,"As with many jobs in the area, work load can be excessive, depending on your team size and management.",5.0,5.0,5.0,4.0,5.0
2209,"""Looks good from the outside""",I have been working at Apple full-time for less than a year,"- Good benefit package 
- Discount on Apple products","- Unprofessional and inefficient middle management
- Old mindset and technology
- Not innovative in the software stack
- Not much flexibility to grow
- Apple is behind in cutting-edge technologies
- The cult-like culture of secrecy reduces the efficiency
- Also, there is no free snack or food and the working environment looks like a hospital than a tech company (except the Apple Park which is exclusive to certain teams)",4.0,1.0,3.0,4.0,2.0
2210,"""It's a good college job""",I have been working at Apple part-time,Very flexible with school. Great co workers and benefits,"Customers are nasty and expect too much, and managers agree a long with them and often over rule your judgment on the situation.",2.0,4.0,3.0,5.0,2.0
2211,"""Great place to work""",I have been working at Apple full-time for more than a year,"Great discounts, great people to work with. You do your job and that’s it.","Uneducated customers that express their frustration at you. You can work as hard as you can or do the bare minimum, won’t make a difference.",5.0,3.0,2.0,4.0,3.0
2212,"""On the Phone Tech Support""",I worked at Apple full-time,They provided an excellent training program hosted by some of the most helpful trainers I have ever known. Your comfort at work is their priority and they offer many opportunities for self improvement.,Working from home can lead to some stressful tedium.,,,,,
2213,"""app review""",I have been working at Apple ,pay is just alright. good benefits,overtime overtime overtime. no holidays.,1.0,,1.0,4.0,
2214,"""Sales Associate""",I worked at Apple ,"Insurance for part time work
Great co-workers","Horrible Management
Overworked and underpaid",3.0,2.0,3.0,5.0,2.0
2215,"""Genius""",I worked at Apple full-time,"- Learn a ton
- Looks great on a resume
- Great Benefits","- Hourly Pay
- Work Nights and weekends",4.0,5.0,5.0,3.0,5.0
2216,"""Take over your life""",I have been working at Apple full-time for more than a year,Good benefits.  Dedicated co-workers,They take over your life.  Expect to work all day and all night.,1.0,1.0,1.0,4.0,1.0
2217,"""Software Engineer""",I have been working at Apple full-time,Salary is good. Good benefits.,Work life balance is poor.,,,,,
2218,"""Program manager""",I worked at Apple full-time for more than 3 years,"Great benefits, challenging projects that were well recognized",All work with little tolerance of a normal life,2.0,5.0,4.0,4.0,4.0
2219,"""Technical specialist""",I worked at Apple part-time for less than a year,Great benefits and culture.,Some members of management liked to micro manage. Customers were really angry sometimes.,4.0,5.0,3.0,4.0,4.0
2220,"""Apple is an amazing place to work""",I have been working at Apple full-time for more than 5 years,"Great products, great culture, &amp;  incredible people. Apple has strong values and the ability to change the world.","There are some pain points, every company has them. I don't have anything specific to complain about.",3.0,5.0,3.0,3.0,3.0
2221,"""Challenging, equipping, and flexible""",I have been working at Apple part-time for less than a year,"I love Apple for a number of reasons. 1) it challenges me constantly to get better at what I do in the store and also as a person in general. 2) Apple does a great job as a company at equipping retail employees for the unique and varied roles they will fulfill in the store. 3) since I am a rare breed in that I’m a part-timer who has no intention of going full-time, I appreciate Apple’s willingness to be flexible and help me have the best work- life balance possible, or for me the best work-main work- life balance possible.",I can not think of any cons for someone working part-time at Apple in my role.,5.0,5.0,5.0,5.0,5.0
2222,"""Senior Advisor""",I worked at Apple full-time for more than 3 years,Working from home is great and the people you work with and meet are the best.  Benefits start day one and the benefits are very good.,Career progression is difficult beyond entry level positions.  Positions beyond entry level technical or customer service positions are very attractive and offer great experience.   Bid shifts are required for all aha(at home advisor) positions which means you have your schedule changing frequently if you are not able to win your desired shift bid.,2.0,3.0,3.0,3.0,1.0
2223,"""cult job""",I have been working at Apple full-time for more than 3 years,"if you would die for Apple you'll feel somewhat appreciated, maybe","management, customers, corporate agendas where only retail experiences the consequences",1.0,1.0,1.0,2.0,1.0
2224,"""Working At Apple Retail""",I have been working at Apple full-time for more than a year,"Great benefits, Higher Pay Scales, A lot of roles to gain experience within Apple.","Mall Environment, Wish it was higher pay for the technical work service provided.",4.0,5.0,4.0,4.0,4.0
2225,"""Apple store technical specialist""",I have been working at Apple ,"amazinb environment to work, great leadership and you learn a lot",Hard to move up fast,,,,,
2226,"""Great Company...but Limited within Retail""",I have been working at Apple full-time,"Fast paced, high paying (for retail), incredible benefits.",Limited amount of positions to grow towards within retail.,3.0,4.0,3.0,5.0,3.0
2227,"""Aligning with company culture is key to success""",I worked at Apple full-time for more than 3 years,Great culture and coaching to be successful at your job.,"Retail hours, busy environment, success is too driven by metrics and review numbers.",3.0,5.0,3.0,3.0,4.0
2228,"""specialist""",I have been working at Apple part-time,such a great company to work for!,not much to be honest.,5.0,5.0,5.0,5.0,4.0
2229,"""A""",I have been working at Apple full-time for more than 5 years,Best place on the earth,None at this moment really,5.0,5.0,5.0,5.0,5.0
2230,"""Genius Admin""",I worked at Apple full-time for more than 5 years,"Excellent atmosphere, great benefits","Rotating schedule , sometimes days off are not approved.  Working holidays like 4th of July.",4.0,5.0,4.0,5.0,5.0
2231,"""College Advisor""",I worked at Apple  for more than a year,"Flexible work schedule
Employee discount
Engaging community of employees","Working over time unwillingly
Restricted work schooled for students",5.0,5.0,5.0,5.0,5.0
