,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
1303,"""Good benefits and pay with remote work options""",I have been working at Dell Technologies full-time for more than 5 years,"Pay and benefits are good. Corporate Incentive Bonus is a big plus, not just words, as  Dell pays ever year some better than others but much better than any other company I have been with. Depending on your role there are remote work options. Other great benefits around employee wellness and discounts. The Dell employee purchase program can really save you some money.","Large company that goes through a lot of changes. You will get shuffled around a lot to new groups and managers. I am on my 6th director in 5 1/2 years.  Working hours can be long and a lot of siloed work for customers, so not  lot of team involvement. Career growth can be limited depending on the group you are in and you may have to seek out an internal move to be able to move up.",3.0,3.0,3.0,5.0,3.0
1304,"""Senior Analyst, Project Managment""",I have been working at Dell Technologies full-time for more than 5 years,"Luckily after 5 years, some good co-workers have stuck around through every cut of people, benefits, and salaries.","Since Dell acquired EMC, the company and it's culture have gone down hill. I understand it's hard to manage a company with 150,000 employees but they do not care about their employees at all. The management in severely lacking in how they handle everything as well. I would not recommend working here.",2.0,1.0,2.0,1.0,1.0
1305,"""Technical Sales Rep""",I worked at Dell Technologies full-time,challenging - good benefits - good products,Some challenging metric/goal attainments that may effect career progression,5.0,5.0,5.0,5.0,5.0
1306,"""Big place, lots of opportunity""",I have been working at Dell Technologies full-time,"Big place, lots of opportunity",Long commute from the city,,,,,
1307,"""Excellent Company before acquisition by Dell""",I have been working at Dell Technologies full-time,"Excellent management, good work life balance.",Company's culture is spoiled after acquired by Dell,5.0,5.0,,4.0,5.0
1308,"""Great vision on a great company""",I worked at Dell Technologies full-time for more than 10 years,The people across the sales organization are very helpful.  I have worked with many sales engineers and sales people and they are all bright exceptional people.,Depending on the department you get into they do not often have defined job roles and try to require you to work nights and weekends as they manage things ineffectively.,2.0,3.0,4.0,4.0,2.0
1309,"""Job Flexibility but BIG COMPANY feel""",I have been working at Dell Technologies full-time for more than 5 years,Job flexibility. As long as the work gets done managers are very flexible for families. There are many family benefits.,"Big company feel... being acquired from EMC, i feel as though i am being governed by BIG company. My 401k is less choice, my healthcare is less choice, etc.",5.0,4.0,4.0,3.0,3.0
1310,"""Dell Computer""",I worked at Dell Technologies full-time for more than 3 years,"Exciting, strategic work in a fast-paced environment.",Big company with all that goes with that.,3.0,3.0,4.0,3.0,4.0
1311,"""Very Good""",I have been working at Dell Technologies full-time,Very good worklife balance and great place to work,There are none at this time.,5.0,5.0,5.0,5.0,5.0
1312,"""Good entry level position""",I worked at Dell Technologies full-time,"Great training program for new techs.  
Decent insurance.
Looks good on the resume","Ever increasing pressure to resolve calls in less and less time
Unpredictable schedule
Minimal PTO",2.0,4.0,4.0,4.0,4.0
1313,"""Big Company with lots of opportunity""",I worked at Dell Technologies full-time for more than a year,You can make a lot of money. lots of opportunity.,In sales it is all luck on getting good accounts.,2.0,2.0,4.0,3.0,2.0
1314,"""Consultant""",I have been working at Dell Technologies full-time for more than 5 years,Great people to work with and I really enjoy the company culture. Flexible work schedule and work from home/remote was available and utilized widely by team. Great facilities and support in training. Good benefits (they were better under EMC),Our team was slightly underpaid for the market and there are a lot of changes brought on by the Dell/EMC merger. Consulting/professional services re-org has left a skeleton crew with unknown future.,5.0,5.0,4.0,4.0,4.0
1315,"""Cut-throat Culture""",I have been working at Dell Technologies full-time for more than 5 years,"•	Company-paid time off between Christmas and New Year’s Day
•	Company-paid time off for community service volunteer work
•	Availability of Employee Resource Groups","•	Leadership does not value or support skills or experience attained from participation in Employee Resource Groups.
•	In times of staff reductions, middle leadership will play favorites and remove/replace exemplary employees from assigned projects to save other employees’ jobs.",4.0,2.0,2.0,4.0,2.0
1316,"""Great place to work at!""",I have been working at Dell Technologies full-time,Great company and solid benefits.,Too Many changes taking place.,3.0,4.0,2.0,4.0,2.0
1317,"""Dell at a high level""",I have been working at Dell Technologies full-time,"Depending on the team that you're in, there can be a lot of flexibility in your work schedule which is very nice. The company is also investing in updating its facilities to create a more modern work environment.","There is a fairly conservative and risk-averse culture throughout the company, and it does not provide many of the daily office perks that many have come to associate with tech companies such as free lunches, beverages, etc. It also feels like the company takes work flexibility a bit far in terms of feeling like it would rather it's employees not come into the office, which reduces the ability for employees to collaborate spontaneously or build their network.",5.0,3.0,4.0,3.0,4.0
1318,"""Dell at a high level""",I have been working at Dell Technologies full-time,"Depending on the team that you're in, there can be a lot of flexibility in your work schedule which is very nice. The company is also investing in updating its facilities to create a more modern work environment.","There is a fairly conservative and risk-averse culture throughout the company, and it does not provide many of the daily office perks that many have come to associate with tech companies such as free lunches, beverages, etc. It also feels like the company takes work flexibility a bit far in terms of feeling like it would rather it's employees not come into the office, which reduces the ability for employees to collaborate spontaneously or build their network.",5.0,3.0,4.0,3.0,4.0
1319,"""Senior Consultant""",I worked at Dell Technologies full-time,"Network of smart, capable people; several different roles","Career Direction, low morale, career development, infighting among divisions",5.0,1.0,3.0,5.0,3.0
1320,"""Fast Pace Fun Work""",I worked at Dell Technologies full-time for more than 8 years,"Culture of change is conducive to making things happen fast
Global environment allows you to broaden your exposure",Uncontrolled change leaves gaps in process performance,3.0,4.0,4.0,4.0,3.0
1321,"""Technology Leader""",I have been working at Dell Technologies full-time for more than 5 years,"Technology Leader, Excellent Benefits. All Full-time Employees qualify for Bonus plans. Industry leading access to IT training, Generous vacation","Historically Professional Services has been downsized at times and too much outsourcing,",5.0,5.0,5.0,4.0,5.0
