,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
2282,"""Great tech but the non-tech is a distractor""",I worked at Microsoft full-time for more than 10 years,"Great technology, great benefits, good pay, lots of really smart people","While Satya has made a lot of positive changes to the company that are making it relevant again...I feel he is also responsible for negatives like forced diversity and the acceptance of senior leadership being openly politically biased.  I worked at Microsoft because I loved the technology, not because of the political views of the  senior leadership.  Watching keynotes at internal events now sometimes boarding on being at a political rally.  It has created a tone that if you are not in step with those views...you may not be in the right place.",3.0,2.0,3.0,5.0,3.0
2283,"""Software Developer""",I have been working at Microsoft  for less than a year,Best Place to work ever.,"you work hard everyday, so be prepared",4.0,5.0,5.0,5.0,5.0
2284,"""Software Engineer""",I have been working at Microsoft full-time,Full of Talented people. Competitive environment,Nothing special . .. All is well,,,,,
2285,"""Fantastic Company""",I have been working at Microsoft full-time for more than a year,"Growth mindset
Amazing work life balance
Great benefits
Competitive salary
On premise perks
Beautiful campus
Many products and teams to choose from and work for","A lot of unnecessary politics
Lack of cultural diversity. Most employees are from Asia
Depending on team and project, boring work for the younger generation",5.0,5.0,5.0,4.0,4.0
2286,"""Great opportunities and competitive compensation""",I have been working at Microsoft full-time for more than 3 years,Many different ways to provide impact and do the work you love,"They don't open up as many stores as they used to, so there is a lot of competition for higher roles. Fortunately if you are open to relocation, there are many opportunities at other stores and even in Redmond.",5.0,5.0,5.0,5.0,4.0
2287,"""Stable and good benefits""",I have been working at Microsoft full-time for more than 3 years,"Good work environment for engineers
Great benefits
Stable company/stock","Below market pay
Not innovating anymore",5.0,4.0,3.0,2.0,4.0
2288,"""Great time""",I worked at Microsoft part-time,It’s a purely family orientated environment.,More of a stepping stone place. As in it’s here for you to develop not to stay.,4.0,5.0,4.0,3.0,5.0
2289,"""Best place I've ever worked at!""",I worked at Microsoft full-time,"Awesome place to work. Great people, very smart and always helpful. You can't go wrong working here.","None. Interviewing was the toughest I've ever experienced, but that is how they get the best people!",,,,,
2290,"""Software Engineer""",I worked at Microsoft full-time,"Cool to work at cutting edge technology with a lot of resources to help. Love their huge library - the books get FedExed to you at the office, if they are not available locally.",Team work is paid just a lip-service. Its everyone on their own.,4.0,4.0,5.0,5.0,3.0
2291,"""Great Company terrible management""",I have been working at Microsoft full-time,"Company benefits are amazing! 
$250 for full time employees for excersing.",Management has their favorites and unless you’re favorite you will not move up within the company.,2.0,2.0,1.0,5.0,2.0
2292,"""Great work place""",I have been working at Microsoft full-time for more than 10 years,"work life balance, pay , opportunities in various fields",not much under Satya... but  constant restructuring is the new norm,5.0,5.0,5.0,4.0,5.0
2293,"""marketing manager""",I worked at Microsoft  for less than a year,best job in my life,non applicable there were no cons,5.0,5.0,5.0,5.0,5.0
2294,"""SDE""",I worked at Microsoft full-time,big company lots of opportunities,moved slowly in the internet space,,,,,
2295,"""I regret my time at this company""",I worked at Microsoft full-time,"-Prestige
-Trainings
-Introduction to processes and corporate culture if you haven't had that before
-Being in the know as far as MSFT tech is concerned","-Feels like North Korea
-Too many people trying to feed off of you than co-operate with you or help you
-Few opportunities to do anything that would be useful outside of Microsoft
-Toxic culture of favoritism and bootlicking",2.0,1.0,2.0,4.0,1.0
2296,"""Support engineer""",I have been working at Microsoft full-time,Pay is good for someone like me without educational background or much experience,"Stressful, working through holidays, high turnover in role",1.0,3.0,4.0,4.0,4.0
2297,"""Amazing""",I have been working at Microsoft full-time,"Great Company, Culture, Opportunities for growth",Nothing I can think of,5.0,5.0,5.0,5.0,5.0
2298,"""Work experience in Microsoft""",I worked at Microsoft full-time for more than a year,"Challenging, opportunity, technology, innovation, growth hacking",apart from the fact that the team size can sometimes be big nothing else is a con,5.0,5.0,5.0,5.0,5.0
2299,"""too big""",I worked at Microsoft ,big company benefits and ok salary,big company bureaucracy  and lots of busy work.,,,,,
2300,"""Internship""",I worked at Microsoft ,"Great learning environment, electric knowledge surrounding the employees, learned a ton","Long hours, tough projects, harsh management",,,,,
2301,"""Technician""",I have been working at Microsoft full-time,Good company to work for.,not really any i can think of,,,,,
2302,"""Partner Development Manager""",I have been working at Microsoft full-time,Fantastic benefits and great technology to sell to customers.,Big company where you can get caught up in job elimination easily.,4.0,4.0,4.0,5.0,5.0
2303,"""Great place""",I have been working at Microsoft full-time for more than 10 years,"Culture, transparency, respect for diversity, opportunities to grow and learn.","It comes down to individuals, more than the company itself.",4.0,5.0,5.0,5.0,4.0
2304,"""Data Analyst""",I worked at Microsoft full-time,A lot to learn in your work.,I feel the pressure from the peers.,4.0,4.0,4.0,4.0,4.0
2305,"""MS Review""",I have been working at Microsoft  for more than a year,"Great company, good people and gold star benefits.",Very large company requires navigation,5.0,5.0,5.0,5.0,5.0
2306,"""MS prev employer""",I worked at Microsoft full-time for more than a year,Working with one of the best technologists,Some products or divisions less innovative and interesting than others,5.0,4.0,4.0,4.0,4.0
2307,"""network engineer""",I have been working at Microsoft full-time,"leading technology, cutting edge technology","poor leadership, politics, out of work relations are important to grow",,,,,
2308,"""Lead 3D artist""",I worked at Microsoft full-time for more than 3 years,Benefits were good. Hours were ok.,It became too big of a corporation that didnt even know who was working for them and really didnt care about the employees. All they cared for was money.,2.0,2.0,2.0,4.0,1.0
2309,"""business analyst""",I worked at Microsoft full-time,very good place to work,I think everything was perfect,4.0,4.0,4.0,4.0,4.0
2310,"""Great place to work""",I have been working at Microsoft full-time for more than 8 years,"Great benefits, smartest minds in the world.",Change is constant  and I’ve had 10 managers in 9 years.,5.0,5.0,5.0,5.0,5.0
