,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
3322,"""Application Developer Specialist""",I worked at IBM full-time for more than a year,"This review is primarily for GBS in Rocket Center, WV. If you are considering joining IBM elsewhere, just know that in this sector, and this location, things are much different than the rest of the company.

- If you either went to a smaller university or didn't do so great in school and want a big name on your resume to get you good job opportunities in the future, IBM is PERFECT for that. I'm going to get pretty heavy in the cons section, but just know that this point here was what made the experience for me so worth it!

- This location is ~2 hours away from both Washington, D.C. and Pittsburgh, and...

- If you want to travel, there are opportunities to travel. If you don't want to travel, you probably won't have to.

- Health benefits are pretty decent

- Most people get to work from home at least once per week

- There is a pretty good chance that you will get the opportunities you need to advance within the company if you want to

- If you want to become a good consultant, you will be working with a lot of good consultants.","- The location. Cumberland is a ""city"" with not much there. Most people that end up staying long term already have an invested interest in the area (nearby college, family, etc.)

- Turnover is very high. New hires come in groups, and generally if you're still around by 6 months, you are either THE last or one of the last left in your group.

- Turnover is high because when you are hired, you are put ""on the bench"". That means you have to come into work...but there is nothing to do. This time frame usually lasts between 4 weeks to over a year (it sounds nice to get paid to do nothing, but it gets old real fast).

- If you come here for experience in x type of work (development, testing, functional analyst), you're definitely rolling the dice. The ""staffing professionals"" are not technical people, they're trained to look at requirements for projects and match them to resumes. Their job is to keep you billable, not get you the experience you need in your career. There is a pretty good chance you get placed in a project doing work that you don't want to be doing (they will tell you that it is easy to switch down the road...don't take the bait).

- There is practically no technical screening (for developers). You have a technical interview and test, but you can get EVERY question wrong and still get an offer (this actually happened in my hiring group twice). So...this goes without saying...

- If you're looking to work with great developers, you're digging for needles in haystacks. You probably won't find what you're looking for. IBM has a lot of new hires that don't know what they are doing, and a lot of people with a lot of experience, but just don't make the cut.

- The pay is well below average. Not only that, but even if you are good at what you do and outperform everyone you work with, chances are a year down the road, new hires (on the bench) will be making more many than you. Management will say (this happened to me twice), ""Oh that's not right, but there's nothing I can do"". Raises happen at earliest every 9 months, and your performance generally doesn't play any significant role. Everyone gets the same raise.

- The performance review process has currently undergone a change (from what I'm told is for the better). However, managers are very inconsistent as to what the requirements are, and if you happen to be caught in a re-organization, you may quickly find out that what you are doing that was considered acceptable for your old manager is unacceptable to your new manager.

- You are told that after 2 years in this program that you can transfer out, and they will help you do so. This is true, you can, and they will...but corporate IBM will actively work against you on this. I never saw anyone get transferred out. Places like Rocket Center are where IBM actually makes their money because they can afford to pay you less for the same work that people in DC -> More winning bids on government contracts.",5.0,1.0,4.0,2.0,1.0
3323,"""Lowered standards, lowered respect""",I have been working at IBM full-time,"Flexible hours, great technical toys, able to work with people throughout the world. Some great groups of super smart people in there.","Hiring lower technical skills means slower, lower quality products because the experience isn't there. Surprising lack of good software discipline in pockets. Also, definitely not a support of diverse personnel here despite the good press. Finding the right group is key - and harder to do now. Don't take a job here expecting long term safety, there isn't any. Find a position in a good, growing group.",3.0,2.0,1.0,2.0,2.0
3324,"""IT Business Development""",I have been working at IBM full-time for more than 10 years,IBM has great people and a great brand.  They are actively working to reinvent themselves and they continue to invest in technology. They lead the world in patents applications.,"IBM is large and prone to administrative delay.  They frequently reorganize because business results have been a challenge. They don't always absorb lessons learned, hence mistakes are often repeated.",4.0,4.0,4.0,4.0,3.0
3325,"""sales rep""",I worked at IBM part-time for more than a year,people at IBM are great,compensation was not  close to average,3.0,5.0,3.0,,4.0
3326,"""Great progressive company""",I worked at IBM full-time,I loved working there. Mentorship was great,Too many meetings all day long,2.0,3.0,5.0,5.0,5.0
3327,"""Once a great company...""",I worked at IBM full-time for more than 10 years,Some brilliant people.  Solid strategies.  Competitive comp.  Incredible legacy.,"Finance runs the company.   CEO has surrounded herself with ""yes"" people.  Long term employees are thought less of than new hires.  Culture has dissolved.",2.0,2.0,2.0,4.0,1.0
3328,"""Watson Engagement Leader""",I worked at IBM full-time,"It is a billion dollar start-up, so one who is excited by  a high degree of ambiguity and independence would thrive.","In my last year, I experienced 5 compensation plan changes, 4 different managers, and chaos (internally and externally) when the product/service became available to individuals lacking proper training.  It became clear that IBM was using Watson as more of a rebranding effort rather than a true change in strategic direction.",2.0,1.0,3.0,2.0,2.0
3329,"""MANAGING CONSULTANT""",I have been working at IBM full-time for less than a year,Great company to work for,Not good for salary raises,3.0,4.0,4.0,3.0,3.0
3330,"""Marketing Manager""",I have been working at IBM full-time for less than a year,"Strong brand, considerable new faces across marketing, strong emphasis on digital,","Too many products, over emphasis on enterprise market, not quick to adapt to market and more nimble players, lack of client-side touch/engagement/F2F time with customers and partners",3.0,4.0,3.0,2.0,3.0
3331,"""Senior Manager""",I worked at IBM full-time for more than 8 years,Unlimited opportunities to learn and acquire skills,"Challenging to grow up, rigid hierarchies, low motivation.",2.0,4.0,3.0,3.0,4.0
3332,"""Summit Program""",I have been working at IBM full-time for more than a year,"incredible sales training, mock client meetings, well rounded education for real life conversations and opportunities, unlimited learning opportunity, networking, events, etc.",lack of structured technical learning making it difficult to transition to team from training,5.0,5.0,,5.0,4.0
3333,"""App dev""",I have been working at IBM full-time for less than a year,Good place to work and culture is good,Bad salary differences. CIO BU is bad,5.0,3.0,2.0,2.0,3.0
